DATE_DIM,DAY_OF_WEEK,AGE,GENDER,TENURE_IN_DAYS,RESIDENTIAL_STATE,TOTAL_TURNOVER
1/16/2021,7,77,0,4468,0,120
1/16/2021,7,66,0,6568,0,465.5
1/16/2021,7,63,0,1025,0,60
1/16/2021,7,38,0,4196,0,50
1/16/2021,7,67,0,5797,0,140
1/16/2021,7,50,1,5698,0,200
1/16/2021,7,50,0,605,1,126
1/16/2021,7,47,0,297,0,1.5
1/16/2021,7,53,0,4627,0,83.5
1/16/2021,7,51,0,4100,0,160
1/16/2021,7,91,0,14805,0,42
1/16/2021,7,66,0,784,0,34
1/16/2021,7,58,0,1255,1,35
1/16/2021,7,49,0,272,1,11763
1/16/2021,7,32,0,2265,0,319
1/16/2021,7,46,0,8151,0,76.5
1/16/2021,7,43,0,1396,0,15
1/16/2021,7,43,0,4632,0,547
1/16/2021,7,50,1,714,0,3.5
1/16/2021,7,58,0,13438,0,94
1/16/2021,7,70,0,3020,0,128.5
1/16/2021,7,68,1,297,0,100
1/16/2021,7,41,0,1166,0,50
1/16/2021,7,51,0,4053,0,25
1/16/2021,7,26,1,1388,0,155.5
1/16/2021,7,52,0,7498,0,0.5
1/16/2021,7,48,0,7792,0,2709.75
1/16/2021,7,68,0,2389,0,236
1/16/2021,7,49,0,792,1,100
1/16/2021,7,57,0,12339,0,124.5
1/16/2021,7,22,0,8,0,6
1/16/2021,7,70,0,7364,0,2
1/16/2021,7,49,1,3326,0,5
1/16/2021,7,71,0,4312,0,110
1/16/2021,7,69,0,4119,0,134
1/16/2021,7,34,0,60,1,100
1/16/2021,7,71,0,2630,0,77
1/16/2021,7,66,0,101,1,30
1/16/2021,7,62,0,787,1,1041
1/16/2021,7,57,0,12363,0,127
1/16/2021,7,46,0,1561,0,10
1/16/2021,7,66,0,4419,0,260
1/16/2021,7,62,0,288,0,38
1/16/2021,7,21,0,532,0,75
1/16/2021,7,58,0,12745,0,594
1/16/2021,7,61,1,2868,0,145.8
1/16/2021,7,36,1,90,0,16
1/16/2021,7,67,1,1452,0,143
1/16/2021,7,74,0,4486,0,58
1/16/2021,7,28,0,2827,0,601
1/16/2021,7,49,0,1538,0,810
1/16/2021,7,60,1,1050,0,1064.5
1/16/2021,7,70,0,1562,0,975.39
1/16/2021,7,49,1,5042,0,158
1/16/2021,7,36,0,5805,0,95
1/16/2021,7,56,0,931,0,96
1/16/2021,7,70,0,760,0,46
1/16/2021,7,41,1,3416,0,40
1/16/2021,7,55,0,9166,0,587
1/16/2021,7,59,0,288,0,20
1/16/2021,7,58,1,1728,0,59
1/16/2021,7,51,0,3804,0,808.5
1/16/2021,7,53,0,7253,0,476
1/16/2021,7,60,0,7709,0,103.5
1/16/2021,7,58,0,4642,0,67
1/16/2021,7,63,0,2965,0,45
1/16/2021,7,52,1,3420,0,26
1/16/2021,7,30,0,2298,0,7698
1/16/2021,7,51,0,2856,0,44
1/16/2021,7,64,0,2037,0,15
1/16/2021,7,74,0,2024,0,1607
1/16/2021,7,48,0,6440,0,4
1/16/2021,7,73,0,1273,0,31.5
1/16/2021,7,74,0,1137,0,13
1/16/2021,7,47,0,214,0,70
1/16/2021,7,25,0,1190,0,5
1/16/2021,7,24,0,1427,0,324
1/16/2021,7,48,0,585,1,100
1/16/2021,7,36,0,872,0,67
1/16/2021,7,65,0,3237,0,76.5
1/16/2021,7,71,0,5432,0,24
1/16/2021,7,25,0,1115,0,83
1/16/2021,7,68,1,6997,0,46
1/16/2021,7,60,0,2412,1,50
1/16/2021,7,46,0,1161,0,125
1/16/2021,7,48,0,7152,0,11
1/16/2021,7,65,0,13924,0,70
1/16/2021,7,58,0,4805,0,24
1/16/2021,7,33,0,2346,0,495
1/16/2021,7,45,0,578,0,105
1/16/2021,7,53,0,1729,0,6.5
1/16/2021,7,31,0,438,0,60
1/16/2021,7,41,0,1113,0,6
1/16/2021,7,63,0,583,1,15
1/16/2021,7,51,0,196,0,50
1/16/2021,7,69,0,2087,0,102.2
1/16/2021,7,69,0,535,0,103.5
1/16/2021,7,76,0,2198,0,10
1/16/2021,7,39,0,249,0,4
1/16/2021,7,66,0,1592,0,151
1/16/2021,7,39,0,2176,0,205
1/16/2021,7,31,0,1242,0,40
1/16/2021,7,29,1,3063,0,140
1/16/2021,7,49,0,281,0,16
1/16/2021,7,60,0,10278,0,633.44
1/16/2021,7,59,0,6966,0,507.5
1/16/2021,7,62,0,4512,0,28
1/16/2021,7,28,0,1299,0,3090
1/16/2021,7,76,1,122,0,483
1/16/2021,7,56,0,13386,0,227.47
1/16/2021,7,63,0,1240,0,96
1/16/2021,7,58,0,129,0,327
1/16/2021,7,68,0,948,0,100
1/16/2021,7,50,0,9,0,14.5
1/16/2021,7,51,1,3370,1,10
1/16/2021,7,72,0,11295,0,4
1/16/2021,7,48,0,1561,0,20
1/16/2021,7,47,0,2367,0,60
1/16/2021,7,64,0,3709,0,12
1/16/2021,7,33,1,2344,0,98
1/16/2021,7,61,1,3783,0,7
1/16/2021,7,76,0,1310,0,120.5
1/16/2021,7,70,0,15025,0,50
1/16/2021,7,76,0,4037,0,166
1/16/2021,7,72,1,2499,0,11
1/16/2021,7,54,0,3990,0,40
1/16/2021,7,67,0,4797,0,41.5
1/16/2021,7,34,0,391,0,28.5
1/16/2021,7,44,0,7308,0,310
1/16/2021,7,91,1,12751,0,40
1/16/2021,7,65,0,7688,0,5
1/16/2021,7,42,0,458,0,1147
1/16/2021,7,40,1,3767,0,30
1/16/2021,7,25,0,1386,0,153
1/16/2021,7,27,0,1835,0,10
1/16/2021,7,65,0,301,0,146.5
1/16/2021,7,32,0,3788,0,18
1/16/2021,7,54,0,3583,0,3067
1/16/2021,7,60,0,276,0,419
1/16/2021,7,34,1,1940,0,11
1/16/2021,7,71,0,11679,0,200
1/16/2021,7,38,0,5379,0,312.5
1/16/2021,7,68,0,802,0,5
1/16/2021,7,64,0,4027,0,75
1/16/2021,7,72,0,2868,0,192
1/16/2021,7,26,0,2225,0,54
1/16/2021,7,58,0,2764,0,80
1/16/2021,7,61,0,2611,0,4
1/16/2021,7,48,0,1255,1,49
1/16/2021,7,44,0,7358,0,10
1/16/2021,7,35,0,987,0,45
1/16/2021,7,50,0,846,0,7.5
1/16/2021,7,46,0,1901,0,68
1/16/2021,7,40,0,1443,0,1115
1/16/2021,7,64,0,1510,1,62
1/16/2021,7,69,0,5769,0,90.66
1/16/2021,7,60,0,7285,1,199.96
1/16/2021,7,66,1,6968,0,12
1/16/2021,7,67,0,5242,0,153.5
1/16/2021,7,62,0,5873,0,21
1/16/2021,7,63,0,731,0,221.27
1/16/2021,7,61,0,4574,0,331
1/16/2021,7,44,0,4881,0,48
1/16/2021,7,68,0,5940,0,26.5
1/16/2021,7,46,0,661,0,567
1/16/2021,7,29,0,3397,0,290
1/16/2021,7,45,1,1554,0,300
1/16/2021,7,55,0,5167,0,779.8
1/16/2021,7,46,0,5688,0,142
1/16/2021,7,72,0,2110,0,20.56
1/16/2021,7,56,0,7012,0,50
1/16/2021,7,53,0,77,0,2
1/16/2021,7,33,0,2996,0,149
1/16/2021,7,77,1,5404,0,26.75
1/16/2021,7,63,0,14717,0,27.5
1/16/2021,7,79,0,12971,0,46
1/16/2021,7,40,0,2674,0,185
1/16/2021,7,65,0,3101,0,10
1/16/2021,7,36,0,884,1,140
1/16/2021,7,22,0,6,1,35
1/16/2021,7,55,0,5082,0,29.5
1/16/2021,7,37,0,2487,0,264
1/16/2021,7,46,0,3731,0,289
1/16/2021,7,78,0,5468,0,107
1/16/2021,7,70,0,664,1,1357.21
1/16/2021,7,60,0,2964,0,4
1/16/2021,7,48,0,48,1,20
1/16/2021,7,34,0,1817,0,240
1/16/2021,7,45,0,2052,0,107.5
1/16/2021,7,35,0,1672,0,50
1/16/2021,7,39,0,66,1,430.5
1/16/2021,7,48,0,1537,0,50
1/16/2021,7,73,0,13044,0,486
1/16/2021,7,22,0,121,1,250
1/16/2021,7,67,0,686,1,4
1/16/2021,7,62,0,529,0,57
1/16/2021,7,35,0,2198,0,27
1/16/2021,7,39,0,5393,0,123
1/16/2021,7,28,0,2054,0,14
1/16/2021,7,60,0,2240,0,1759
1/16/2021,7,29,1,1986,0,8
1/16/2021,7,58,0,4134,0,25
1/16/2021,7,71,0,1179,0,50
1/16/2021,7,57,0,3451,0,258
1/16/2021,7,35,0,2861,0,40
1/16/2021,7,55,0,2415,0,10
1/16/2021,7,58,0,3944,0,50
1/16/2021,7,45,1,1865,0,61.5
1/16/2021,7,55,0,2022,0,129.5
1/16/2021,7,52,0,4216,0,36.5
1/16/2021,7,74,1,1316,0,12
1/16/2021,7,86,1,329,0,183
1/16/2021,7,36,0,1641,0,47
1/16/2021,7,70,1,890,0,520
1/16/2021,7,61,1,6157,0,117
1/16/2021,7,47,0,4487,0,155
1/16/2021,7,67,1,2932,0,71
1/17/2021,1,63,0,2882,0,23
1/17/2021,1,69,0,2116,0,171
1/17/2021,1,46,0,730,0,71
1/17/2021,1,76,0,10702,0,158
1/17/2021,1,71,0,3154,0,43.5
1/17/2021,1,70,0,2027,0,91
1/17/2021,1,40,0,1897,0,20
1/17/2021,1,69,0,1660,0,140
1/17/2021,1,32,1,1757,0,130.5
1/17/2021,1,65,0,3886,0,185.5
1/17/2021,1,60,1,2976,0,18
1/17/2021,1,63,0,1573,0,200
1/17/2021,1,29,0,418,1,40
1/17/2021,1,50,0,1443,0,2
1/17/2021,1,64,0,3124,0,11
1/17/2021,1,65,0,5214,0,98
1/17/2021,1,49,0,1381,0,15
1/17/2021,1,61,0,910,0,100
1/17/2021,1,46,0,3368,0,17
1/17/2021,1,25,0,0,1,591
1/17/2021,1,74,0,3632,0,3
1/17/2021,1,54,0,2032,0,12
1/17/2021,1,35,0,322,0,13
1/17/2021,1,30,0,2569,0,50
1/17/2021,1,63,0,6322,0,5
1/17/2021,1,63,0,1080,0,200
1/17/2021,1,29,0,1115,0,235
1/17/2021,1,23,1,1445,0,29
1/17/2021,1,37,0,226,0,50
1/17/2021,1,43,0,974,0,788
1/17/2021,1,58,0,2602,0,5
1/17/2021,1,87,0,16342,0,7.5
1/17/2021,1,62,0,11226,0,154
1/17/2021,1,47,0,663,1,431.5
1/17/2021,1,63,1,3131,0,179.5
1/17/2021,1,52,0,2836,0,45
1/17/2021,1,71,0,7038,0,88
1/17/2021,1,34,1,694,0,111.5
1/17/2021,1,59,0,76,0,1
1/17/2021,1,38,1,1396,0,20
1/17/2021,1,52,0,2527,0,43
1/17/2021,1,44,0,296,0,210
1/17/2021,1,46,1,1538,0,124
1/17/2021,1,32,1,1446,0,5
1/17/2021,1,30,0,235,1,50
1/17/2021,1,72,0,3338,0,29
1/17/2021,1,64,0,267,0,70
1/17/2021,1,78,0,1401,0,13.5
1/17/2021,1,35,0,1546,0,278
1/17/2021,1,69,0,197,0,1280
1/17/2021,1,65,0,1167,0,100
1/17/2021,1,32,0,759,1,4176
1/17/2021,1,50,0,639,0,132.5
1/17/2021,1,65,1,2040,0,38
1/17/2021,1,21,0,361,0,148
1/17/2021,1,48,0,1521,0,5
1/17/2021,1,71,0,3184,0,85.37
1/17/2021,1,60,0,1728,1,6
1/17/2021,1,37,1,4572,0,23.5
1/17/2021,1,47,0,3489,0,10
1/17/2021,1,43,1,1801,0,124
1/17/2021,1,58,0,13759,0,5
1/17/2021,1,46,0,2655,0,15
1/17/2021,1,71,0,7122,0,13
1/17/2021,1,41,0,32,1,30
1/17/2021,1,60,1,6672,0,28
1/17/2021,1,80,0,5214,0,105
1/17/2021,1,60,0,1346,0,25
1/17/2021,1,65,0,4319,0,80
1/17/2021,1,64,0,9071,0,40
1/17/2021,1,42,0,366,1,86
1/17/2021,1,56,1,2647,0,57
1/17/2021,1,39,0,2353,1,50
1/17/2021,1,55,1,7296,0,86.4
1/17/2021,1,31,0,75,1,19
1/17/2021,1,32,0,1179,0,874
1/17/2021,1,35,0,166,1,111.5
1/17/2021,1,52,0,1709,0,92.5
1/17/2021,1,62,0,8125,0,1.5
1/17/2021,1,64,0,2605,1,7
1/17/2021,1,61,1,8129,0,108.75
1/17/2021,1,62,0,9356,0,32
1/17/2021,1,40,0,1562,0,240
1/17/2021,1,35,0,2276,0,50
1/17/2021,1,36,0,5,1,80
1/17/2021,1,73,0,8067,0,1
1/17/2021,1,63,0,6275,0,181
1/17/2021,1,51,0,386,0,206
1/17/2021,1,54,0,3632,0,150
1/17/2021,1,27,0,16,0,25
1/17/2021,1,64,0,1179,0,30.5
1/17/2021,1,70,1,10072,0,25
1/17/2021,1,88,0,1724,0,11
1/17/2021,1,60,0,1995,0,275.94
1/17/2021,1,54,0,5122,0,99.5
1/17/2021,1,52,0,6928,0,60
1/17/2021,1,62,0,12169,0,90
1/17/2021,1,53,0,3648,0,122
1/17/2021,1,31,0,2508,0,30
1/17/2021,1,68,1,6174,0,102
1/17/2021,1,66,0,6721,0,20
1/17/2021,1,65,0,12753,0,30
1/17/2021,1,35,0,4444,0,22.5
1/17/2021,1,77,0,8314,0,25
1/17/2021,1,54,1,11488,0,41
1/17/2021,1,56,0,1374,0,195.5
1/17/2021,1,63,0,4037,0,55
1/17/2021,1,31,0,678,0,62
1/17/2021,1,54,0,8728,0,20
1/17/2021,1,61,0,2771,0,5
1/17/2021,1,64,0,745,0,33
1/17/2021,1,67,0,295,0,75
1/17/2021,1,76,0,13344,0,2
1/17/2021,1,65,0,451,0,167
1/17/2021,1,42,0,1843,0,240.5
1/17/2021,1,32,0,115,1,40
1/17/2021,1,24,0,1241,0,192.5
1/17/2021,1,68,0,14697,0,1150
1/17/2021,1,57,0,439,0,23
1/17/2021,1,52,0,1322,0,2
1/17/2021,1,50,1,2801,0,147
1/17/2021,1,66,0,365,0,20
1/17/2021,1,31,0,1191,1,35
1/17/2021,1,39,0,372,1,20.5
1/17/2021,1,30,1,2664,0,33
1/17/2021,1,46,0,371,0,561
1/17/2021,1,54,1,3250,0,14
1/17/2021,1,65,1,1352,0,58
1/17/2021,1,59,0,12154,0,15
1/17/2021,1,43,0,3551,0,10
1/17/2021,1,45,0,4371,0,30
1/17/2021,1,75,0,8971,0,51
1/17/2021,1,44,0,1849,0,43
1/17/2021,1,73,0,296,0,163.5
1/17/2021,1,70,0,1936,0,314
1/17/2021,1,37,0,764,0,19
1/17/2021,1,47,0,3516,0,150
1/17/2021,1,76,0,80,0,126
1/17/2021,1,32,0,2,1,370
1/17/2021,1,38,0,138,0,10
1/17/2021,1,35,0,2233,0,5
1/17/2021,1,49,0,1340,1,350
1/17/2021,1,63,0,2622,0,200
1/17/2021,1,67,0,2946,0,69
1/17/2021,1,62,0,8777,0,100
1/17/2021,1,48,0,9194,0,30
1/17/2021,1,71,1,7307,0,73
1/17/2021,1,75,0,1376,1,60
1/17/2021,1,54,0,8104,0,94
1/17/2021,1,69,0,1903,0,40
1/17/2021,1,66,1,6196,0,31
1/17/2021,1,76,0,11397,0,60
1/17/2021,1,48,0,5770,0,514
1/17/2021,1,63,0,5113,0,119
1/17/2021,1,82,0,3468,0,135.56
1/17/2021,1,49,0,224,0,20
1/17/2021,1,67,0,6358,0,10
1/17/2021,1,36,0,2112,0,1
1/17/2021,1,47,1,1991,0,155
1/17/2021,1,46,0,449,0,23
1/17/2021,1,65,0,14586,0,35
1/17/2021,1,29,0,1316,0,479.5
1/17/2021,1,55,0,13017,0,10
1/17/2021,1,39,1,2968,0,241
1/17/2021,1,47,0,4007,0,514
1/17/2021,1,40,0,1007,0,200
1/17/2021,1,37,0,277,0,136
1/17/2021,1,55,0,1483,0,43.5
1/17/2021,1,37,0,2774,0,14
1/17/2021,1,68,0,12539,0,282.7
1/17/2021,1,73,0,79,0,4
1/17/2021,1,66,0,1248,0,34
1/17/2021,1,53,0,1247,0,1.5
1/17/2021,1,56,0,2318,0,56
1/17/2021,1,56,0,4699,0,25
1/17/2021,1,47,0,6974,0,133.5
1/17/2021,1,58,0,8777,0,100
1/17/2021,1,71,0,7404,0,153
1/17/2021,1,65,0,8269,0,110.01
1/17/2021,1,57,1,5468,0,2
1/17/2021,1,71,0,1591,0,116.66
1/17/2021,1,66,0,1857,0,34.5
1/17/2021,1,31,0,1380,0,94
1/17/2021,1,59,0,1236,0,1604.5
1/17/2021,1,30,0,466,0,90
1/17/2021,1,51,0,3016,0,42
1/17/2021,1,35,0,2493,0,17.5
1/17/2021,1,33,0,4398,0,86
1/17/2021,1,69,0,4365,0,11.5
1/17/2021,1,73,0,1880,0,16
1/17/2021,1,42,0,2266,0,20
1/17/2021,1,78,0,3315,0,25
1/17/2021,1,75,0,3719,0,182
1/17/2021,1,31,0,1787,1,580
1/17/2021,1,46,0,916,0,12.5
1/17/2021,1,52,0,818,0,299
1/17/2021,1,41,0,1143,0,95
1/17/2021,1,77,0,425,0,120
1/17/2021,1,64,0,1062,1,89
1/17/2021,1,66,0,2765,0,5
1/17/2021,1,44,0,1,1,59
1/17/2021,1,22,0,392,0,134
1/17/2021,1,50,1,2374,0,48
1/17/2021,1,51,0,1901,1,213.5
1/17/2021,1,33,1,1221,0,200
1/17/2021,1,26,0,1602,0,5
1/17/2021,1,60,0,5815,0,49
1/17/2021,1,58,0,1038,0,23
1/17/2021,1,29,0,1759,0,76
1/17/2021,1,47,0,546,0,10
1/17/2021,1,72,0,1620,0,15
1/17/2021,1,36,0,498,0,3
1/17/2021,1,57,0,5536,0,75
1/17/2021,1,65,0,393,0,40
1/17/2021,1,56,0,106,1,1
1/17/2021,1,64,0,1112,0,30
1/17/2021,1,59,0,803,1,55
1/17/2021,1,22,0,5,1,18
1/17/2021,1,68,0,3551,0,15
1/17/2021,1,41,0,2412,0,138
1/17/2021,1,73,0,5093,0,6
1/17/2021,1,64,0,3055,0,20
1/17/2021,1,47,0,3752,1,51
1/17/2021,1,54,0,71,1,338.25
1/17/2021,1,62,0,4125,0,46
1/17/2021,1,69,0,8900,0,10
1/17/2021,1,74,0,4407,0,4
1/17/2021,1,54,0,3551,0,0
1/17/2021,1,48,0,3648,1,152
1/17/2021,1,60,0,1884,0,8.5
1/17/2021,1,67,0,1002,0,67
1/17/2021,1,58,0,10106,0,39
1/17/2021,1,45,0,73,1,50
1/17/2021,1,73,0,2273,0,270
1/17/2021,1,59,0,7437,0,110
1/17/2021,1,53,0,1031,0,150
1/17/2021,1,79,0,296,0,8
1/17/2021,1,62,0,1369,0,691
1/17/2021,1,22,0,825,0,20
1/17/2021,1,56,0,7064,0,192
1/17/2021,1,23,0,162,0,20
1/17/2021,1,78,1,5113,0,47
1/17/2021,1,58,0,2192,0,750
1/17/2021,1,49,0,2100,0,500
1/17/2021,1,31,0,3091,0,67
1/17/2021,1,54,1,4741,0,36
1/17/2021,1,71,0,7409,0,9
1/17/2021,1,50,0,5938,0,40
1/17/2021,1,52,0,707,0,30
1/17/2021,1,53,0,1923,0,42.5
1/17/2021,1,59,0,1442,0,3
1/17/2021,1,53,0,2527,0,5
1/17/2021,1,71,0,14586,0,137
1/17/2021,1,62,0,2662,0,60
1/17/2021,1,68,1,6916,0,69
1/17/2021,1,72,0,4462,0,42.2
1/17/2021,1,63,0,4494,0,2
1/17/2021,1,42,0,330,0,35.5
1/17/2021,1,36,1,3365,0,3
1/17/2021,1,69,0,12650,0,39
1/17/2021,1,59,1,3486,0,60
1/17/2021,1,62,0,3130,0,0.5
1/17/2021,1,60,0,1627,0,34
1/17/2021,1,34,0,2312,0,30
1/17/2021,1,34,0,1439,0,202
1/17/2021,1,48,0,1289,0,147
1/17/2021,1,33,0,92,0,16.98
1/17/2021,1,46,0,3940,0,15
1/17/2021,1,70,0,1410,0,48
1/17/2021,1,65,0,1612,0,200
1/17/2021,1,27,0,5,0,1822
1/17/2021,1,22,0,347,0,72.5
1/17/2021,1,28,0,1157,0,4
1/17/2021,1,59,0,274,0,361
1/17/2021,1,71,1,8717,0,30
1/17/2021,1,31,0,2631,0,8
1/17/2021,1,77,0,8833,0,1
1/17/2021,1,61,0,2129,0,548
1/17/2021,1,39,0,4853,0,125.5
1/17/2021,1,67,0,3977,0,125.5
1/17/2021,1,57,0,27,1,12
1/17/2021,1,38,0,74,0,8
1/17/2021,1,25,0,1902,0,50
1/17/2021,1,48,0,1440,1,293
1/17/2021,1,59,0,1382,0,16
1/17/2021,1,39,1,2750,0,89
1/17/2021,1,50,0,296,0,34
1/17/2021,1,71,0,3011,0,79
1/17/2021,1,56,0,7831,0,1100
1/17/2021,1,43,0,281,0,100
1/17/2021,1,68,0,410,0,38
1/17/2021,1,32,0,967,0,13.5
1/17/2021,1,46,0,607,0,26
1/17/2021,1,40,0,7684,0,1187
1/17/2021,1,86,0,14333,0,2
1/17/2021,1,39,0,1357,0,18
1/17/2021,1,63,1,3633,0,1
1/17/2021,1,42,0,1167,1,101
1/17/2021,1,73,0,3961,0,43
1/17/2021,1,49,0,753,0,60
1/17/2021,1,77,0,1186,0,9
1/17/2021,1,27,0,1780,0,50
1/17/2021,1,82,0,1548,0,150
1/17/2021,1,61,0,7563,0,968.96
1/17/2021,1,43,0,648,1,115
1/17/2021,1,65,0,13619,0,340
1/17/2021,1,48,0,2206,0,50
1/17/2021,1,40,0,2850,0,154
1/17/2021,1,32,0,73,0,661.5
1/17/2021,1,42,0,3003,0,80
1/17/2021,1,37,0,1492,1,83
1/17/2021,1,44,0,1917,0,64.5
1/17/2021,1,65,0,12904,0,172
1/17/2021,1,41,0,245,1,5
1/17/2021,1,53,0,7431,0,36
1/17/2021,1,72,0,618,0,376.7
1/17/2021,1,46,0,1481,0,0.5
1/17/2021,1,25,0,768,0,0.5
1/17/2021,1,27,0,1992,0,346
1/17/2021,1,41,0,3064,0,147
1/17/2021,1,78,0,288,0,2
1/17/2021,1,21,0,439,0,20
1/17/2021,1,28,1,977,0,3
1/17/2021,1,57,0,9594,0,33.5
1/17/2021,1,35,0,4293,0,20
1/17/2021,1,42,0,58,1,1166.12
1/17/2021,1,85,0,2424,0,7.5
1/17/2021,1,71,0,64,1,10
1/17/2021,1,44,0,1206,0,60
1/17/2021,1,74,1,3348,0,3
1/17/2021,1,55,0,640,0,19
1/17/2021,1,63,0,1103,1,225
1/17/2021,1,35,0,803,0,5
1/17/2021,1,79,0,2139,0,302.71
1/17/2021,1,62,1,189,0,45
1/17/2021,1,41,0,1913,0,150
1/17/2021,1,32,0,3260,0,2
1/17/2021,1,52,0,1583,0,102
1/17/2021,1,28,0,3027,0,5
1/17/2021,1,67,0,2714,0,35.5
1/17/2021,1,55,0,1416,0,50
1/17/2021,1,45,0,5709,0,174.5
1/17/2021,1,20,0,162,0,3
1/17/2021,1,56,1,4405,0,8
1/17/2021,1,43,0,1189,0,3.5
1/17/2021,1,56,0,6266,0,9
1/17/2021,1,54,0,2582,0,93.05
1/17/2021,1,29,0,1921,0,82
1/17/2021,1,70,0,3388,0,676
1/17/2021,1,22,0,22,1,245
1/17/2021,1,57,0,663,0,47
1/17/2021,1,55,0,694,0,35
1/17/2021,1,53,0,1170,0,30
1/17/2021,1,33,1,2122,0,136
1/17/2021,1,39,0,285,0,90
1/17/2021,1,49,0,1314,0,55
1/17/2021,1,54,0,3844,0,428
1/17/2021,1,60,0,1814,0,25
1/17/2021,1,58,0,293,0,10
1/17/2021,1,65,0,295,0,27
1/17/2021,1,66,1,4828,0,10
1/17/2021,1,36,1,3742,0,36.5
1/17/2021,1,62,0,4272,0,150
1/17/2021,1,47,0,7027,0,15
1/17/2021,1,50,0,4208,0,553
1/17/2021,1,28,0,218,1,20
1/17/2021,1,51,0,1242,0,68
1/17/2021,1,43,1,1556,0,249
1/17/2021,1,82,0,18644,0,83
1/17/2021,1,66,0,1117,0,6
1/17/2021,1,48,0,1674,0,80
1/17/2021,1,63,1,3800,0,62.5
1/17/2021,1,57,0,2429,0,57
1/17/2021,1,56,0,949,0,78
1/17/2021,1,54,0,3885,0,24
1/17/2021,1,33,1,1989,0,4
1/17/2021,1,62,0,9551,0,103
1/17/2021,1,39,0,635,1,20
1/17/2021,1,42,0,4454,0,3
1/17/2021,1,57,1,7578,0,150
1/17/2021,1,47,0,3765,0,4
1/17/2021,1,50,0,1100,0,50
1/17/2021,1,53,0,803,0,30
1/17/2021,1,63,0,4860,0,197
1/17/2021,1,85,1,5721,0,140
1/17/2021,1,59,1,2119,0,42
1/17/2021,1,43,0,1471,0,94
1/17/2021,1,61,0,3848,0,112
1/17/2021,1,64,0,279,0,23
1/17/2021,1,57,0,2002,0,5
1/17/2021,1,28,0,2278,0,157
1/17/2021,1,27,0,2168,0,356.5
1/17/2021,1,81,0,2483,0,10
1/17/2021,1,30,0,62,0,49
1/17/2021,1,53,0,288,0,20
1/17/2021,1,77,0,11953,0,240
1/17/2021,1,67,0,9637,0,77.5
1/17/2021,1,44,0,16,0,3
1/17/2021,1,62,0,1478,0,23
1/17/2021,1,75,0,2223,0,30
1/17/2021,1,72,0,1167,0,10
1/17/2021,1,30,0,2630,0,29.5
1/17/2021,1,71,0,6845,0,4.5
1/17/2021,1,56,0,3161,0,55
1/17/2021,1,57,0,4262,0,94
1/17/2021,1,56,0,76,1,17
1/17/2021,1,66,0,1167,0,10
1/17/2021,1,52,0,302,0,90
1/17/2021,1,28,0,1724,0,10
1/17/2021,1,56,0,12405,0,27
1/17/2021,1,66,0,6563,0,50
1/17/2021,1,66,0,3705,0,87
1/17/2021,1,68,1,1745,0,176.21
1/17/2021,1,62,0,3176,0,175
1/17/2021,1,71,0,5814,0,145
1/17/2021,1,45,0,1389,1,20
1/17/2021,1,52,0,1407,0,252
1/17/2021,1,59,0,5046,0,17
1/17/2021,1,53,0,7738,0,744
1/17/2021,1,36,0,3899,0,1335.5
1/17/2021,1,36,0,582,0,483
1/17/2021,1,36,0,5319,0,104
1/17/2021,1,74,0,13136,0,50
1/17/2021,1,68,0,86,0,16
1/17/2021,1,49,0,2894,0,50
1/17/2021,1,58,0,919,0,1026.5
1/17/2021,1,55,0,7400,0,2763
1/17/2021,1,43,0,2677,0,115.5
1/17/2021,1,29,0,778,0,20
1/17/2021,1,66,0,3284,0,80
1/17/2021,1,34,0,149,0,317
1/17/2021,1,56,0,4470,0,28
1/17/2021,1,65,0,2696,0,180
1/17/2021,1,53,1,3852,0,143.5
1/17/2021,1,57,0,4294,0,222
1/17/2021,1,54,0,6960,0,29
1/17/2021,1,59,0,8133,0,40
1/17/2021,1,62,0,10994,0,281
1/17/2021,1,73,0,3382,0,15
1/17/2021,1,49,0,282,0,111
1/17/2021,1,78,1,3405,0,20
1/17/2021,1,76,0,230,1,23
1/17/2021,1,67,0,7865,0,24
1/17/2021,1,64,0,2381,0,53.5
1/17/2021,1,52,0,117,1,40
1/17/2021,1,30,0,1960,0,6.5
1/17/2021,1,48,0,187,1,5
1/17/2021,1,21,0,186,1,48
1/17/2021,1,57,0,1295,0,22
1/17/2021,1,68,0,2317,0,2
1/17/2021,1,58,0,2843,0,26
1/17/2021,1,34,0,364,0,30
1/17/2021,1,58,0,163,0,534.75
1/17/2021,1,62,1,6327,0,40
1/17/2021,1,28,0,1976,0,33
1/17/2021,1,61,0,295,0,2
1/17/2021,1,79,0,2308,0,127.5
1/17/2021,1,51,0,8311,0,16
1/17/2021,1,68,0,152,0,15
1/17/2021,1,64,0,2717,0,7.5
1/17/2021,1,58,0,6162,0,2
1/17/2021,1,52,1,4621,0,105
1/17/2021,1,56,0,2787,0,67
1/17/2021,1,30,0,540,1,162
1/17/2021,1,57,0,6218,0,93
1/17/2021,1,25,1,818,0,18
1/17/2021,1,44,0,415,0,10
1/17/2021,1,55,0,3033,0,171.5
1/17/2021,1,51,0,42,0,23
1/17/2021,1,31,0,3121,0,20
1/17/2021,1,53,0,920,0,63.5
1/17/2021,1,60,0,4391,0,100
1/17/2021,1,45,0,679,0,2
1/17/2021,1,73,1,883,0,10
